,Unnamed: 0,label,original,hypothesis,modified
9210,9210,entailment,a young soccer player getting ready to kick the ball.,a player is preparing to kick a ball.,a football player is preparing to kick a black ball.
9211,9211,contradiction,a girl wearing a black uniform is playing soccer.,the girl is not playing soccer,the middle girl is not playing soccer
9212,9212,entailment,a girl wearing a black uniform is playing soccer.,the girl is playing soccer,the middle girl is playing soccer
9213,9213,neutral,a girl wearing a black uniform is playing soccer.,the uniform is made of fabric,the first uniform is made of fabric
9214,9214,contradiction,a girl with a ponytail in a black soccer uniform prepares to kick the ball.,a scuba diver runs out of air.,a scuba diver runs out of fresh air.
9215,9215,neutral,a young girl with long brown hair and dressed in black athletic wear is running towards a soccer ball.,a young girl sprints to score a goal.,a young teenage girl sprints to score a goal.
9216,9216,contradiction,a young soccer player getting ready to kick the ball.,a player is sleeping on the bench.,a second player is sleeping on the bench.
9217,9217,neutral,a girl with a ponytail in a black soccer uniform prepares to kick the ball.,a high school player gets ready to win the game for her team.,a high school baseball player gets ready to win the final game for her college team.
9218,9218,entailment,a girl with a ponytail in a black soccer uniform prepares to kick the ball.,a player gets ready to kick the ball.,a football player gets ready to kick the ground ball.
9219,9219,neutral,a young soccer player is about to kick the ball presumably to another player.,young boy passes the ball to his teammate.,young boy passes the game ball to his teammate.
9220,9220,entailment,a young soccer player is about to kick the ball presumably to another player.,person playing soccer.,2 person playing baseball soccer.
9221,9221,contradiction,a happy woman with a bouquet of flowers moves through a large crowd waiting to get on a subway train.,a woman is holding an umbrella.,a white woman is holding an orange umbrella.
9222,9222,neutral,a woman is existing a crowded subway station.,she just got off the subway,she just got off the first subway
9223,9223,neutral,a group of people boarding a silver train.,the tourists wait to go to their destination.,the tourists wait to go to their respective destination.
9224,9224,entailment,a woman is existing a crowded subway station.,she is with a lot of people,she is with a lot of white people
9225,9225,contradiction,a woman is existing a crowded subway station.,the woman is going onto a train,the woman is going onto a passenger train
9226,9226,contradiction,a group of people boarding a silver train.,the impatient customers board the green plane.,the impatient black customers board the green plane.
9227,9227,entailment,a group of people boarding a silver train.,there are people getting on a train.,there are two people getting on a train.
9228,9228,entailment,passengers board and disembark a crowded train.,passengers get off a train,passengers get off a passenger train
9229,9229,neutral,passengers board and disembark a crowded train.,passengers are going to mount everst,The passengers are going to mount everst
9230,9230,contradiction,passengers board and disembark a crowded train.,passengers are laying in the dirt,The passengers are laying in the dirt
9231,9231,neutral,lots of people standing on a platform in front of a train.,a train is pulling into the station.,a black train is pulling into the station.
9232,9232,contradiction,lots of people standing on a platform in front of a train.,people are boarding a city bus.,The people are boarding a white city bus.
9233,9233,entailment,lots of people standing on a platform in front of a train.,people are on a raised surface near traintracks.,Some people are on a raised ground surface near two traintracks.
9234,9234,neutral,a happy woman with a bouquet of flowers moves through a large crowd waiting to get on a subway train.,a woman is bringing flowers to her sick mother.,a white woman is bringing flowers to her sick mother.
9235,9235,entailment,a happy woman with a bouquet of flowers moves through a large crowd waiting to get on a subway train.,a woman is holding flowers.,a white woman is holding flowers.
9236,9236,contradiction,people are outside at night.,nobody is outside.,nobody is outside.
9237,9237,contradiction,two people outside looking to get a paper.,two people in a theater,two person people in a theater
9238,9238,contradiction,two people outside looking to get a paper.,two people are staring at the ground as they walk,two green people are staring at the black ground as they walk
9239,9239,entailment,a woman walks with another person at night.,a woman is walking at night.,a black woman is walking at night.
9240,9240,contradiction,a woman walks with another person at night.,the woman is alone.,the white woman is alone.
9241,9241,neutral,a woman walks with another person at night.,the woman is walking with her daughter.,the white woman is walking with her daughter.
9242,9242,neutral,a man and a woman in a silver coat are on a city sidewalk with their backs to the camera.,there is a husband and wife.,there is a husband and one wife.
9243,9243,entailment,a man and a woman in a silver coat are on a city sidewalk with their backs to the camera.,there is a man and a woman.,there is a white man and a woman.
9244,9244,contradiction,a man and a woman in a silver coat are on a city sidewalk with their backs to the camera.,there is a child and his baby sister.,there is a child and his first baby ... sister.
