,image_id,original,modified
9709,"1939    13348
Name: id, dtype: int64",A Japan Airlines plane sits parked at an airport.,A Japan Airlines plane sits parked at an Austin airport.
9710,"1940    545594
Name: id, dtype: int64",A woman with a red backpack is on a bus.,A woman with a child is on a bus.
9711,"1940    545594
Name: id, dtype: int64",a man with an orange backpack standing on a bus,a man with an orange backpack standing outside on a bus
9712,"1940    545594
Name: id, dtype: int64",The person with the tye dye shirt is choosing a seat.,The person with the tye pless shirt is choosing a seat.
9713,"1940    545594
Name: id, dtype: int64",A woman standing in the center isle of a bus.,A passenger standing in the center isle of a bus.
9714,"1940    545594
Name: id, dtype: int64",A man holding on to a pole on a bus.,A man holding on to a metal pole on a bus.
9715,"1941    303908
Name: id, dtype: int64",A bench outside near a body of water during the day.,A bench benches near a body of water during the day.
9716,"1941    303908
Name: id, dtype: int64",A wooden bench sitting next to a large body of water.,A wooden bench sitting next to a large rocky body of water.
9717,"1941    303908
Name: id, dtype: int64",A wooden bench and life preserver near some water.,A wooden bench and life preserver stored near some water.
9718,"1941    303908
Name: id, dtype: int64","Two benches, back to back, near a chain railing.","Two benches, back bumper to back, near a chain railing."
9719,"1941    303908
Name: id, dtype: int64",An empty wooden bench near the waters edge.,An empty wooden bench meets the waters edge.
9720,"1942    420472
Name: id, dtype: int64",Two giraffes are eating a leafy branch together.,Two giraffes are eating every branch together.
9721,"1942    420472
Name: id, dtype: int64",Two zebras eat a piece of a plant.,Two zebras eat open a piece of a plant.
9722,"1942    420472
Name: id, dtype: int64",Two giraffes eating some crop during the day.,Two giraffes eating above some crop during the day.
9723,"1942    420472
Name: id, dtype: int64",Two giraffe's fighting over a piece of food.,Two giraffe's fighting ants over a piece of food.
9724,"1942    420472
Name: id, dtype: int64",Two giraffes share a branch that they are eating,Two giraffes share a branch icle that they are eating
9725,"1943    76416
Name: id, dtype: int64",A double decker bus driving past very tall buildings.,A double white decker bus driving past very tall buildings.
9726,"1943    76416
Name: id, dtype: int64",A double decker bus that is parked in front of a big building. ,A double decker bus that is parked in front of a neighbouring big building. 
9727,"1943    76416
Name: id, dtype: int64",a double decker bus with a giant iPod advertisement plastered over the entire bus,a double decker driver with a giant iPod advertisement plastered over the entire bus
9728,"1943    76416
Name: id, dtype: int64",a yellow green white and red double decker bus and a building,a yellow cab white and red double decker bus and a building
9729,"1943    76416
Name: id, dtype: int64",A double decker passenger bus with advertising for a technology product.,A double decker passenger bus with advertising for displaying a technology product.
9730,"1944    531036
Name: id, dtype: int64",the driver of a double decked bus standing outside,the driver of a double decked bus standing unseen
9731,"1944    531036
Name: id, dtype: int64",A double decker bus next to a normal sized bus. ,A double decker bus next to a normal bus sized bus. 
9732,"1944    531036
Name: id, dtype: int64",A double decker bus is stopped with a man in a vest looking in.,A double decker bus is stopped with a man in a vest looking slumped in.
9733,"1944    531036
Name: id, dtype: int64",there is a double decker bus that is next to a small bus,there is a double decker bus that is next to a similar small bus
9734,"1944    531036
Name: id, dtype: int64",A double-decker bus is stopped along a curb.,A double-decker bus is stopped along a road.
9735,"1945    98392
Name: id, dtype: int64",A large clock tower in the middle of a street.,A replica clock tower in the middle of a street.
9736,"1945    98392
Name: id, dtype: int64",A double decker bus makes its way past a tall clock tower.,A double decker automobile makes its way past a tall clock tower.
9737,"1945    98392
Name: id, dtype: int64",A downtown clock tower at the intersection of a busy street.,A downtown clock tower at the rear of a busy street.
9738,"1945    98392
Name: id, dtype: int64","A photo of a busy intersection with a bus, several cars and a clock tower.","A photo of a major intersection with a bus, several cars and a clock tower."
9739,"1945    98392
Name: id, dtype: int64",An elaborate lamp post clock in a traffic circle,An elaborate lamp post clock in a light traffic circle
9740,"1946    142472
Name: id, dtype: int64",A city filled with lots of vehicles and pedestrian traffic.,A city filled with racks of vehicles and pedestrian traffic.
9741,"1946    142472
Name: id, dtype: int64",there are many houses and stores on this street,there are therefore many houses and stores on this street
9742,"1946    142472
Name: id, dtype: int64",A bunch of pedestrians as well as cars are on a busy city street. ,A bunch of pedestrians as well as cars are on a pedestrian street. 
9743,"1946    142472
Name: id, dtype: int64",some people some buildings cars and a red double decker bus,some people some buildings cars and stopped a red double decker bus
9744,"1946    142472
Name: id, dtype: int64",A car stops while people cross in front of it. ,A delivery car stops while people cross in front of it. 
9745,"1947    516143
Name: id, dtype: int64",a green and white bus is on the street,a green and white bus sign is on the street
9746,"1947    516143
Name: id, dtype: int64",a public transit bus on a city street,a public goods bus on a city street
9747,"1947    516143
Name: id, dtype: int64",the signs states all directions and points up,the signs in all directions and points up
9748,"1947    516143
Name: id, dtype: int64",An empty city bus travels down a city street.,Each empty city bus travels down a city street.
9749,"1947    516143
Name: id, dtype: int64",A green and blue bus driving down a street.,A green and blue striped bus driving down a street.
9750,"1948    42628
Name: id, dtype: int64",Snow piled high around pipes with people walking in background,Snow piled high around Edmonton with people walking in background
9751,"1948    42628
Name: id, dtype: int64",Some people are walking down a snowy streets with white snow. ,Some people are walking down a snowy streets with dirty white snow. 
9752,"1948    42628
Name: id, dtype: int64",A group of people walking across very dirty snow.,A group of people walking across very dirty buildings.
9753,"1948    42628
Name: id, dtype: int64",Many persons are busy in clearing the snow.,Additional persons are busy in clearing the snow.
9754,"1948    42628
Name: id, dtype: int64",The snow is almost covering the fire hydrant.,The snow is almost covering the fire works hydrant.
9755,"1949    369442
Name: id, dtype: int64",A group of people standing around a herd of animals in a city.,A group of people standing around a pile of animals in a city.
9756,"1949    369442
Name: id, dtype: int64",Several people are on a busy street with lots of animals.,Several people are on a now busy street with lots of animals.
9757,"1949    369442
Name: id, dtype: int64",A group of men and goats on side of street under a tree.,A group of men and goats on side of stones under a tree.
9758,"1949    369442
Name: id, dtype: int64",a bunch of animals by a nasty street,a clutch of animals by a nasty street
9759,"1949    369442
Name: id, dtype: int64",Group of sheep walking alongside a group of people on the road. ,Group of sheep walking alongside a group of unidentified people on the road. 
9760,"1950    523194
Name: id, dtype: int64",A fire hydrant on the side of a road.,A fire hydrant on the side of sharing a road.
9761,"1950    523194
Name: id, dtype: int64",A yellow fire hydrant by a wall and a sign,A small yellow fire hydrant by a wall and a sign
9762,"1950    523194
Name: id, dtype: int64",There is a fire hydrant next to a red sign,There is a fire hydrant next to a giant red sign
9763,"1950    523194
Name: id, dtype: int64",A fire hydrant and a street sign are on the side of a street.,A billboard and a street sign are on the side of a street.
9764,"1950    523194
Name: id, dtype: int64",A street sign and fire hydrant sit next to a sidewalk,A street sign and fire hydrant sit next to roughly a sidewalk
9765,"1951    213593
Name: id, dtype: int64",A red stop sign sitting on the side of a tall building.,A Starbucks stop sign sitting on the side of a tall building.
9766,"1951    213593
Name: id, dtype: int64",there is a stop sign along this street ,there is a stop traffic sign along this street 
9767,"1951    213593
Name: id, dtype: int64",A stop sign sits at an intersection in a city at night time. ,A deer stop sign sits at an intersection in a city at night time. 
9768,"1951    213593
Name: id, dtype: int64",Street sign displayed on pole at intersection in metropolitan region.,Street sign displayed twice on pole at intersection in metropolitan region.
9769,"1951    213593
Name: id, dtype: int64",A stop sign on the side of a street.,A stop sign on the side side of a street.
